                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.27822,                0.21395,                  0.891,                0.90144,                0.65852,                0.79187,                0.71315,                  0.737,                 1.3676,                 1.1915,               0.004984,               0.004984,               0.004984
                    154,                0.27701,                0.21328,                 0.8875,                0.89264,                0.64594,                0.78618,                0.71581,                0.71913,                 1.3876,                 1.1835,               0.004951,               0.004951,               0.004951
                    155,                0.28137,                 0.2136,                0.89287,                0.85075,                0.67287,                 0.7808,                0.70534,                0.70246,                 1.3972,                 1.1752,               0.004918,               0.004918,               0.004918
                    156,                0.27737,                0.21374,                0.89081,                 0.8603,                0.68001,                 0.7879,                 0.7062,                0.70041,                 1.4143,                  1.162,               0.004885,               0.004885,               0.004885
                    157,                0.27114,                 0.2095,                0.88421,                0.89923,                0.63595,                0.78958,                0.71096,                0.70035,                 1.4073,                 1.1568,               0.004852,               0.004852,               0.004852
                    158,                0.27234,                 0.2133,                0.88892,                0.90399,                0.62865,                0.78895,                0.71305,                0.71192,                 1.4275,                 1.1681,               0.004819,               0.004819,               0.004819
                    159,                0.27614,                0.21099,                0.89024,                0.92375,                0.63422,                0.78997,                0.71462,                0.72229,                 1.4292,                 1.1852,               0.004786,               0.004786,               0.004786
                    160,                 0.2738,                0.21236,                0.88815,                0.91856,                0.63436,                0.78737,                0.70984,                0.71878,                 1.4127,                 1.1783,               0.004753,               0.004753,               0.004753
                    161,                0.27671,                0.21049,                0.88673,                0.91692,                0.62264,                 0.7863,                0.70502,                0.70748,                 1.3904,                 1.1661,                0.00472,                0.00472,                0.00472
                    162,                0.26843,                0.20726,                0.88437,                0.91701,                0.62151,                0.78566,                0.70174,                 0.6953,                  1.358,                 1.1548,               0.004687,               0.004687,               0.004687
                    163,                0.26629,                0.20959,                0.88161,                0.90451,                0.60969,                0.77807,                0.69427,                0.70733,                 1.3748,                 1.1639,               0.004654,               0.004654,               0.004654
                    164,                0.26794,                0.21001,                0.88368,                 0.8979,                0.63091,                0.77072,                0.68959,                0.70433,                 1.3846,                 1.1569,               0.004621,               0.004621,               0.004621
                    165,                0.26684,                0.20665,                0.88208,                0.90352,                0.63759,                0.77768,                0.69994,                    0.7,                 1.3794,                 1.1529,               0.004588,               0.004588,               0.004588
                    166,                0.26464,                 0.2008,                0.88316,                0.90976,                0.63276,                0.78401,                0.70504,                0.69383,                 1.3456,                 1.1497,               0.004555,               0.004555,               0.004555
                    167,                 0.2665,                0.20929,                0.88537,                0.88826,                0.65325,                0.77048,                0.69048,                0.69997,                 1.3564,                  1.148,               0.004522,               0.004522,               0.004522
                    168,                0.26622,                0.20547,                0.88495,                0.88832,                0.65127,                0.78249,                0.70482,                0.70905,                 1.4178,                 1.1671,               0.004489,               0.004489,               0.004489
                    169,                0.26345,                0.20342,                0.88495,                0.89253,                 0.6551,                0.79415,                 0.7184,                0.71397,                  1.406,                 1.1779,               0.004456,               0.004456,               0.004456
                    170,                0.25827,                0.20047,                0.87732,                0.90159,                0.64064,                0.79328,                0.71823,                0.71163,                  1.398,                 1.1741,               0.004423,               0.004423,               0.004423
                    171,                0.25441,                0.19649,                0.87847,                0.88859,                0.63487,                 0.7975,                0.71364,                0.72207,                 1.3945,                 1.1924,                0.00439,                0.00439,                0.00439
                    172,                0.25918,                 0.2001,                0.88395,                0.91722,                0.63509,                0.79373,                0.71474,                0.72269,                  1.364,                 1.1875,               0.004357,               0.004357,               0.004357
                    173,                0.25456,                0.19487,                0.88353,                0.88854,                0.65755,                0.79813,                0.72023,                 0.7155,                 1.3705,                 1.1866,               0.004324,               0.004324,               0.004324
                    174,                 0.2528,                0.19637,                0.87911,                0.90309,                0.65883,                0.79702,                0.71959,                0.71558,                 1.3899,                 1.1854,               0.004291,               0.004291,               0.004291
                    175,                0.25752,                0.19717,                0.88407,                0.90949,                0.65411,                0.79231,                0.71311,                0.71233,                 1.3917,                 1.1852,               0.004258,               0.004258,               0.004258
                    176,                0.25524,                0.19902,                0.88212,                0.90591,                0.65585,                0.79843,                0.71485,                0.71257,                 1.3817,                 1.1881,               0.004225,               0.004225,               0.004225
                    177,                0.25499,                0.19654,                0.87958,                0.91524,                0.64673,                0.79707,                 0.7158,                0.71529,                 1.4015,                 1.1891,               0.004192,               0.004192,               0.004192
                    178,                0.25245,                0.19115,                 0.8791,                0.91893,                0.64339,                0.79676,                0.71838,                0.71218,                 1.4283,                 1.1837,               0.004159,               0.004159,               0.004159
                    179,                0.24965,                0.19449,                0.87789,                0.93067,                0.63987,                0.79919,                0.72024,                0.71259,                 1.4544,                 1.1766,               0.004126,               0.004126,               0.004126
                    180,                0.24487,                0.19177,                0.87327,                0.92869,                 0.6378,                0.79776,                0.71861,                0.71085,                 1.4653,                 1.1786,               0.004093,               0.004093,               0.004093
                    181,                0.24944,                0.18927,                0.87962,                0.92038,                 0.6318,                0.79481,                0.71873,                0.70252,                 1.4862,                 1.1752,                0.00406,                0.00406,                0.00406
                    182,                0.25064,                0.19278,                0.87796,                0.91135,                0.63368,                0.79611,                0.71784,                0.68642,                 1.4674,                 1.1573,               0.004027,               0.004027,               0.004027
                    183,                0.24509,                0.19406,                0.87492,                0.90013,                0.63895,                 0.7947,                0.71338,                0.68472,                 1.4248,                 1.1521,               0.003994,               0.003994,               0.003994
                    184,                0.24444,                0.18586,                0.87422,                0.90509,                0.63774,                0.79388,                0.71252,                0.68263,                 1.4377,                  1.154,               0.003961,               0.003961,               0.003961
                    185,                0.24567,                0.18917,                0.87521,                 0.9318,                0.63704,                0.79394,                0.71474,                0.68206,                 1.4465,                 1.1564,               0.003928,               0.003928,               0.003928
                    186,                 0.2448,                0.18862,                0.87798,                0.92447,                0.63901,                0.79296,                0.71683,                0.67989,                 1.4436,                 1.1527,               0.003895,               0.003895,               0.003895
                    187,                0.24386,                0.18746,                0.87286,                0.90275,                0.65042,                0.79401,                0.72384,                0.67927,                 1.4296,                 1.1479,               0.003862,               0.003862,               0.003862
                    188,                0.24062,                0.18763,                0.87678,                0.91776,                0.62729,                 0.7948,                0.72447,                0.67641,                 1.4236,                 1.1439,               0.003829,               0.003829,               0.003829
                    189,                0.24049,                 0.1888,                0.87675,                0.93857,                0.61644,                0.79729,                0.72829,                0.67881,                 1.4632,                 1.1439,               0.003796,               0.003796,               0.003796
                    190,                0.24279,                0.18912,                0.87457,                0.95115,                0.62464,                0.79861,                0.72664,                0.67546,                 1.4555,                 1.1443,               0.003763,               0.003763,               0.003763
                    191,                 0.2406,                0.18923,                0.87375,                  0.944,                0.62593,                0.79603,                0.72653,                0.67938,                 1.4581,                 1.1497,                0.00373,                0.00373,                0.00373
                    192,                0.23419,                0.18093,                0.87134,                0.91916,                 0.6342,                0.79715,                0.72917,                0.67905,                 1.4318,                 1.1524,               0.003697,               0.003697,               0.003697
                    193,                0.23228,                 0.1815,                0.87003,                0.93131,                0.63123,                 0.7994,                0.73261,                0.67579,                 1.4252,                 1.1532,               0.003664,               0.003664,               0.003664
                    194,                0.23969,                0.18942,                0.87325,                0.91751,                0.64783,                0.80324,                0.73458,                0.66793,                 1.4121,                 1.1465,               0.003631,               0.003631,               0.003631
                    195,                0.23437,                0.18244,                 0.8743,                0.92492,                0.64568,                0.80434,                0.73556,                0.67002,                  1.427,                 1.1475,               0.003598,               0.003598,               0.003598
                    196,                0.23265,                 0.1842,                0.87137,                 0.9301,                0.63505,                0.80372,                0.73456,                0.66754,                 1.4287,                 1.1452,               0.003565,               0.003565,               0.003565
                    197,                0.23577,                 0.1856,                0.87531,                0.95429,                 0.6261,                0.80435,                0.73508,                 0.6676,                 1.4318,                 1.1495,               0.003532,               0.003532,               0.003532
                    198,                0.23301,                0.18317,                0.87335,                0.94729,                0.62453,                0.79939,                 0.7308,                0.67114,                 1.4505,                 1.1491,               0.003499,               0.003499,               0.003499
                    199,                0.22958,                0.17848,                0.87169,                0.92894,                0.62813,                0.79846,                0.72978,                0.67652,                 1.4629,                 1.1528,               0.003466,               0.003466,               0.003466
                    200,                0.23134,                0.18151,                0.87066,                0.93056,                0.62937,                0.79745,                0.72991,                0.67591,                 1.4631,                 1.1499,               0.003433,               0.003433,               0.003433
                    201,                0.23047,                0.18373,                0.87136,                0.91994,                 0.6445,                0.79091,                0.72578,                0.67807,                 1.4761,                 1.1456,                 0.0034,                 0.0034,                 0.0034
                    202,                0.22632,                0.17588,                0.87195,                0.91118,                0.64638,                0.79415,                0.72858,                0.67734,                 1.4507,                 1.1443,               0.003367,               0.003367,               0.003367
                    203,                0.22845,                0.18218,                0.86968,                0.92535,                0.64936,                0.79309,                0.72432,                0.67396,                 1.4447,                 1.1399,               0.003334,               0.003334,               0.003334
                    204,                0.22766,                0.17588,                0.86618,                0.91137,                0.64853,                0.79046,                0.72242,                0.67474,                 1.4567,                 1.1368,               0.003301,               0.003301,               0.003301
                    205,                0.22736,                0.17976,                0.87033,                0.90523,                0.64896,                 0.7902,                0.72411,                0.67424,                 1.4625,                 1.1359,               0.003268,               0.003268,               0.003268
                    206,                0.22891,                0.18145,                0.87136,                 0.8991,                0.64885,                0.78795,                0.72262,                0.67854,                 1.4592,                 1.1429,               0.003235,               0.003235,               0.003235
                    207,                0.22309,                0.17516,                0.86863,                0.89844,                 0.6504,                0.78424,                 0.7201,                0.68885,                 1.4687,                 1.1549,               0.003202,               0.003202,               0.003202
                    208,                0.22399,                 0.1763,                0.87296,                0.89716,                0.65048,                0.78772,                0.72339,                0.68826,                 1.4806,                 1.1515,               0.003169,               0.003169,               0.003169
                    209,                0.22125,                0.17311,                0.86636,                0.89399,                0.65343,                0.78864,                0.72549,                0.68628,                 1.4612,                 1.1497,               0.003136,               0.003136,               0.003136
                    210,                0.21807,                0.17497,                0.86652,                0.91286,                0.63562,                 0.7941,                0.72906,                0.68681,                 1.4626,                 1.1494,               0.003103,               0.003103,               0.003103
                    211,                0.22407,                 0.1754,                 0.8687,                0.91015,                0.65079,                0.79575,                0.72914,                 0.6917,                  1.467,                 1.1548,                0.00307,                0.00307,                0.00307
                    212,                0.22314,                0.17491,                0.86944,                 0.9259,                0.63388,                0.79711,                 0.7316,                0.69542,                 1.4677,                 1.1585,               0.003037,               0.003037,               0.003037
                    213,                0.21695,                0.17272,                0.86821,                0.93421,                0.63106,                0.79655,                0.73049,                0.69761,                 1.4709,                 1.1595,               0.003004,               0.003004,               0.003004
                    214,                0.21678,                0.17363,                0.86621,                0.92204,                0.63323,                0.79508,                0.72786,                0.69533,                 1.4656,                 1.1612,               0.002971,               0.002971,               0.002971
                    215,                0.21395,                0.17346,                0.86629,                0.92926,                0.63414,                0.79701,                0.72809,                0.69701,                 1.4628,                 1.1627,               0.002938,               0.002938,               0.002938
                    216,                0.21597,                0.17104,                0.86504,                0.94414,                0.63489,                0.79594,                0.73042,                0.69886,                 1.4539,                 1.1628,               0.002905,               0.002905,               0.002905
                    217,                0.21394,                0.16697,                0.86974,                0.94365,                0.63595,                0.79407,                0.72981,                 0.6947,                  1.444,                 1.1602,               0.002872,               0.002872,               0.002872
                    218,                0.21012,                0.16528,                0.86609,                0.94297,                0.63573,                0.79642,                0.73176,                0.69321,                 1.4458,                 1.1584,               0.002839,               0.002839,               0.002839
                    219,                0.21198,                0.17249,                0.86601,                0.94497,                 0.6364,                0.79629,                0.72982,                0.69193,                 1.4444,                 1.1569,               0.002806,               0.002806,               0.002806
                    220,                0.21235,                0.16915,                0.86528,                0.93593,                 0.6361,                0.79638,                0.72857,                0.69033,                 1.4396,                 1.1575,               0.002773,               0.002773,               0.002773
                    221,                0.20462,                0.16479,                0.86269,                 0.9216,                0.65595,                0.79775,                0.72937,                0.68874,                  1.438,                 1.1579,                0.00274,                0.00274,                0.00274
                    222,                0.20791,                0.16585,                0.86489,                0.95172,                0.63664,                0.79943,                0.73479,                0.69106,                 1.4387,                 1.1604,               0.002707,               0.002707,               0.002707
                    223,                0.20673,                0.16687,                0.86448,                0.95686,                0.63704,                0.80069,                0.73258,                0.69172,                   1.44,                 1.1622,               0.002674,               0.002674,               0.002674
                    224,                0.20677,                0.16303,                0.86322,                0.95238,                0.63923,                0.80099,                0.73127,                0.68447,                 1.4424,                 1.1558,               0.002641,               0.002641,               0.002641
                    225,                0.20756,                0.16754,                0.86463,                0.95466,                 0.6505,                0.80225,                0.73272,                0.68564,                 1.4456,                  1.157,               0.002608,               0.002608,               0.002608
                    226,                0.20756,                0.16309,                0.86482,                0.95434,                0.64186,                0.79929,                0.73059,                0.68205,                 1.4419,                 1.1533,               0.002575,               0.002575,               0.002575
                    227,                0.20847,                0.16682,                0.86674,                0.95679,                0.63397,                0.79873,                0.72993,                0.68089,                 1.4458,                 1.1522,               0.002542,               0.002542,               0.002542
                    228,                 0.2053,                0.16468,                 0.8679,                0.96157,                0.62876,                0.79958,                0.72997,                0.67845,                 1.4421,                 1.1485,               0.002509,               0.002509,               0.002509
                    229,                0.20207,                0.16112,                0.86399,                0.95634,                0.62018,                0.79773,                0.72948,                0.68116,                 1.4305,                 1.1518,               0.002476,               0.002476,               0.002476
                    230,                 0.2021,                0.16125,                0.86184,                0.95615,                0.62043,                0.79904,                0.72986,                0.68185,                  1.429,                 1.1521,               0.002443,               0.002443,               0.002443
                    231,                0.20247,                0.15946,                0.86419,                 0.9553,                0.61994,                0.79898,                0.73001,                0.68428,                 1.4431,                 1.1519,                0.00241,                0.00241,                0.00241
                    232,                0.20176,                0.16294,                0.86176,                0.95867,                0.62069,                0.80014,                0.73062,                0.68635,                 1.4466,                 1.1517,               0.002377,               0.002377,               0.002377
                    233,                0.19933,                0.16113,                0.86074,                0.96007,                 0.6196,                0.79931,                0.72986,                0.68981,                 1.4568,                 1.1547,               0.002344,               0.002344,               0.002344
                    234,                0.19639,                  0.157,                0.86334,                0.95784,                0.61916,                0.79953,                0.72958,                  0.692,                 1.4684,                 1.1568,               0.002311,               0.002311,               0.002311
                    235,                 0.1964,                0.15867,                0.85978,                0.91548,                0.64415,                0.79938,                0.73003,                0.69157,                 1.4739,                 1.1577,               0.002278,               0.002278,               0.002278
                    236,                0.20013,                0.16205,                0.86098,                0.91476,                 0.6438,                0.79999,                0.73086,                0.69103,                   1.49,                 1.1536,               0.002245,               0.002245,               0.002245
                    237,                0.19874,                0.15975,                0.86237,                0.91822,                0.64313,                0.80073,                 0.7329,                0.69188,                 1.5024,                 1.1537,               0.002212,               0.002212,               0.002212
                    238,                0.19502,                0.15714,                0.85861,                 0.9216,                0.63757,                0.80201,                0.73336,                0.69262,                 1.5096,                 1.1535,               0.002179,               0.002179,               0.002179
                    239,                0.19422,                 0.1575,                0.86219,                0.92367,                0.63818,                0.80182,                0.73258,                0.69018,                 1.5071,                 1.1505,               0.002146,               0.002146,               0.002146
                    240,                0.19401,                0.15785,                0.85808,                0.93658,                 0.6356,                0.80142,                0.73247,                0.69016,                 1.5061,                 1.1494,               0.002113,               0.002113,               0.002113
                    241,                 0.1957,                0.15908,                0.85982,                0.93942,                0.63543,                0.80211,                 0.7325,                0.68532,                 1.5026,                 1.1463,                0.00208,                0.00208,                0.00208
                    242,                0.19248,                0.15727,                0.85926,                0.93825,                0.63383,                0.80036,                0.73123,                0.68122,                  1.498,                 1.1417,               0.002047,               0.002047,               0.002047
                    243,                0.18796,                0.15562,                0.85922,                0.94636,                0.63181,                0.80069,                0.73208,                 0.6802,                 1.4972,                 1.1407,               0.002014,               0.002014,               0.002014
                    244,                0.19103,                0.15314,                0.85792,                0.94716,                0.63026,                0.80253,                0.73291,                0.68089,                 1.5013,                 1.1424,               0.001981,               0.001981,               0.001981
                    245,                 0.1874,                 0.1516,                0.85889,                0.94873,                0.62877,                0.80474,                0.73641,                0.68147,                 1.5088,                 1.1449,               0.001948,               0.001948,               0.001948
                    246,                0.18818,                0.15406,                0.85825,                0.95266,                0.62754,                0.80465,                0.73671,                0.68047,                 1.5159,                 1.1448,               0.001915,               0.001915,               0.001915
                    247,                0.18545,                0.15066,                0.85818,                0.95386,                 0.6277,                0.80506,                0.73714,                0.67896,                 1.5175,                  1.143,               0.001882,               0.001882,               0.001882
                    248,                0.18516,                0.14741,                0.85502,                0.95596,                0.62571,                0.80627,                0.73878,                 0.6768,                 1.5198,                 1.1407,               0.001849,               0.001849,               0.001849
                    249,                0.18794,                0.15151,                0.85982,                0.94819,                0.62836,                0.80612,                 0.7386,                0.67472,                 1.5237,                 1.1393,               0.001816,               0.001816,               0.001816
                    250,                0.18466,                0.15034,                0.85856,                0.95686,                0.62642,                0.80506,                0.73854,                0.67284,                 1.5259,                  1.138,               0.001783,               0.001783,               0.001783
                    251,                0.18135,                0.14999,                0.85482,                0.95738,                0.62588,                0.80493,                0.73836,                0.67236,                 1.5267,                 1.1386,                0.00175,                0.00175,                0.00175
                    252,                0.18594,                0.15071,                0.85759,                0.95426,                0.62493,                0.80448,                 0.7383,                 0.6723,                  1.529,                 1.1402,               0.001717,               0.001717,               0.001717
                    253,                0.18315,                0.14788,                0.85618,                0.95438,                0.62486,                0.80414,                0.73783,                0.67301,                 1.5324,                 1.1406,               0.001684,               0.001684,               0.001684
                    254,                0.18099,                0.14869,                0.85695,                0.95399,                0.62527,                0.80368,                 0.7377,                0.67028,                 1.5292,                 1.1383,               0.001651,               0.001651,               0.001651
                    255,                0.18052,                0.14613,                0.85441,                0.95373,                0.62597,                0.80179,                0.73736,                0.66808,                 1.5303,                  1.137,               0.001618,               0.001618,               0.001618
                    256,                0.18039,                0.14371,                0.85899,                0.95561,                0.62598,                0.80187,                0.73778,                0.66757,                 1.5332,                 1.1366,               0.001585,               0.001585,               0.001585
                    257,                0.17882,                0.14813,                0.85591,                0.95737,                0.62606,                0.80122,                0.73733,                0.66603,                 1.5348,                 1.1354,               0.001552,               0.001552,               0.001552
                    258,                0.18181,                0.14458,                0.86035,                0.95906,                0.62611,                0.80117,                0.73814,                0.66336,                 1.5329,                 1.1327,               0.001519,               0.001519,               0.001519
                    259,                 0.1769,                0.14417,                0.85424,                0.96373,                0.62611,                0.80308,                0.73937,                0.66422,                 1.5316,                 1.1344,               0.001486,               0.001486,               0.001486
                    260,                0.17488,                0.14241,                0.85261,                0.96319,                0.62611,                 0.8018,                0.73822,                0.66347,                 1.5294,                 1.1335,               0.001453,               0.001453,               0.001453
                    261,                0.17586,                0.14302,                0.85507,                0.96376,                0.62611,                0.80147,                0.73828,                0.66187,                  1.532,                 1.1329,                0.00142,                0.00142,                0.00142
                    262,                0.17536,                0.13974,                0.85623,                0.96376,                0.62619,                0.80279,                0.73924,                0.66054,                 1.5297,                 1.1325,               0.001387,               0.001387,               0.001387
                    263,                0.17355,                 0.1404,                0.85241,                0.96716,                0.62715,                0.80267,                0.73899,                0.65988,                 1.5332,                 1.1322,               0.001354,               0.001354,               0.001354
                    264,                0.17242,                0.14087,                0.85659,                0.96706,                0.62744,                0.80264,                0.73841,                 0.6597,                 1.5334,                 1.1332,               0.001321,               0.001321,               0.001321
                    265,                0.17059,                0.13996,                0.85478,                0.96692,                0.62734,                0.80176,                0.73928,                0.65731,                 1.5308,                 1.1334,               0.001288,               0.001288,               0.001288
                    266,                0.17118,                0.14021,                0.85404,                0.96684,                0.62697,                0.80152,                0.73893,                 0.6577,                 1.5301,                 1.1348,               0.001255,               0.001255,               0.001255
                    267,                0.17113,                  0.139,                0.85258,                0.96571,                0.62644,                0.80098,                0.73768,                0.65637,                 1.5268,                 1.1348,               0.001222,               0.001222,               0.001222
                    268,                0.16825,                0.13841,                0.85566,                0.96628,                 0.6264,                0.80164,                0.73707,                0.65644,                 1.5265,                 1.1357,               0.001189,               0.001189,               0.001189
                    269,                0.16982,                0.13736,                0.85433,                0.96704,                0.62572,                0.80158,                0.73717,                 0.6582,                 1.5254,                 1.1385,               0.001156,               0.001156,               0.001156
                    270,                0.16792,                0.13427,                0.85732,                0.96538,                0.62502,                0.80196,                0.73732,                0.65806,                 1.5249,                 1.1391,               0.001123,               0.001123,               0.001123
                    271,                0.16511,                0.13578,                0.85151,                0.96579,                0.62524,                0.80107,                0.73705,                0.65932,                 1.5252,                 1.1407,                0.00109,                0.00109,                0.00109
                    272,                0.16818,                0.13767,                0.85191,                0.96587,                 0.6254,                0.80169,                0.73659,                0.66003,                  1.527,                 1.1419,               0.001057,               0.001057,               0.001057
                    273,                0.16325,                0.13212,                0.85343,                0.96604,                0.62503,                0.80121,                0.73601,                0.66069,                 1.5293,                 1.1434,               0.001024,               0.001024,               0.001024
                    274,                0.16361,                0.13595,                0.85371,                0.96589,                0.62527,                0.80129,                0.73635,                0.66178,                 1.5347,                 1.1452,               0.000991,               0.000991,               0.000991
                    275,                0.16515,                0.13326,                0.85438,                0.96555,                0.62525,                0.80175,                0.73625,                0.66147,                 1.5385,                 1.1455,               0.000958,               0.000958,               0.000958
                    276,                0.16308,                0.13209,                0.85286,                 0.9647,                0.62502,                0.80199,                0.73634,                0.66103,                  1.538,                 1.1451,               0.000925,               0.000925,               0.000925
                    277,                0.16268,                0.13293,                 0.8553,                0.96412,                0.62551,                0.80235,                 0.7367,                0.66102,                 1.5387,                 1.1458,               0.000892,               0.000892,               0.000892
                    278,                0.16206,                0.13429,                0.85181,                0.96367,                0.62577,                0.80206,                 0.7367,                0.66089,                  1.537,                 1.1467,               0.000859,               0.000859,               0.000859
                    279,                0.15951,                0.13253,                0.85054,                 0.9641,                0.62562,                0.80169,                0.73613,                0.66096,                 1.5346,                  1.147,               0.000826,               0.000826,               0.000826
                    280,                0.15352,                0.12939,                0.85235,                0.96454,                0.62553,                 0.8029,                0.73519,                0.66049,                  1.533,                 1.1466,               0.000793,               0.000793,               0.000793
                    281,                0.15965,                0.13107,                0.85191,                0.96463,                0.62545,                0.80326,                0.73534,                0.66084,                 1.5332,                 1.1466,                0.00076,                0.00076,                0.00076
                    282,                0.15988,                0.13156,                0.85044,                0.96471,                0.62502,                0.80486,                0.73649,                0.66011,                  1.534,                 1.1462,               0.000727,               0.000727,               0.000727
                    283,                0.15834,                0.12918,                0.85293,                 0.9647,                0.62504,                0.80478,                 0.7368,                0.65951,                  1.533,                 1.1455,               0.000694,               0.000694,               0.000694
                    284,                0.15649,                0.12801,                 0.8514,                0.96368,                0.62516,                0.80614,                0.73799,                0.65872,                 1.5345,                 1.1451,               0.000661,               0.000661,               0.000661
                    285,                0.15263,                0.12764,                0.85048,                0.96352,                0.62506,                0.80602,                0.73784,                0.65906,                 1.5379,                 1.1456,               0.000628,               0.000628,               0.000628
                    286,                0.15758,                0.13199,                 0.8542,                0.96235,                0.62502,                0.80707,                0.73881,                0.65849,                 1.5378,                 1.1454,               0.000595,               0.000595,               0.000595
                    287,                0.15409,                0.12818,                0.84981,                 0.9618,                0.62457,                0.80784,                0.73917,                0.65777,                 1.5389,                 1.1451,               0.000562,               0.000562,               0.000562
                    288,                0.15359,                0.12779,                0.85276,                0.96093,                0.62462,                0.80767,                0.73942,                0.65692,                  1.542,                 1.1437,               0.000529,               0.000529,               0.000529
                    289,                0.15379,                0.12495,                0.85283,                0.96063,                0.62473,                0.80921,                0.73983,                0.65695,                 1.5437,                 1.1436,               0.000496,               0.000496,               0.000496
                    290,                0.14998,                0.12467,                 0.8488,                0.96435,                0.62272,                0.80913,                0.73963,                0.65753,                 1.5439,                 1.1438,               0.000463,               0.000463,               0.000463
                    291,                0.10806,                0.08323,                0.78722,                0.96467,                0.62242,                0.80919,                0.73804,                0.65887,                 1.5449,                  1.145,                0.00043,                0.00043,                0.00043
                    292,                0.10425,                0.08133,                0.79246,                0.96555,                0.62092,                  0.809,                0.73927,                0.65869,                 1.5426,                 1.1444,               0.000397,               0.000397,               0.000397
                    293,                0.10089,                0.07926,                0.78882,                0.96521,                0.62031,                0.80937,                0.73964,                0.65878,                 1.5404,                 1.1452,               0.000364,               0.000364,               0.000364
                    294,                0.09887,                0.07817,                0.78964,                0.96496,                0.62062,                0.80778,                0.73802,                 0.6578,                 1.5393,                 1.1445,               0.000331,               0.000331,               0.000331
                    295,                0.09989,                0.07889,                0.78409,                0.93401,                0.64184,                 0.8095,                0.73878,                0.65566,                   1.54,                 1.1431,               0.000298,               0.000298,               0.000298
                    296,                0.09723,                0.07644,                0.78974,                0.92986,                0.64163,                 0.8083,                  0.739,                0.65617,                 1.5407,                 1.1438,               0.000265,               0.000265,               0.000265
                    297,                0.09733,                0.07578,                0.78684,                0.93027,                 0.6415,                0.80763,                0.73779,                0.65452,                 1.5421,                 1.1426,               0.000232,               0.000232,               0.000232
                    298,                0.09531,                0.07556,                0.78546,                 0.9302,                 0.6416,                 0.8083,                0.73785,                0.65369,                 1.5434,                 1.1423,               0.000199,               0.000199,               0.000199
                    299,                0.09367,                0.07451,                0.78588,                0.93119,                0.64132,                0.80865,                0.73864,                0.65272,                 1.5462,                 1.1412,               0.000166,               0.000166,               0.000166
                    300,                0.09296,                0.07412,                0.78595,                0.96342,                0.61936,                0.80843,                0.73861,                0.65189,                 1.5473,                 1.1398,               0.000133,               0.000133,               0.000133
